record_id,age,gender,education_level,education_mismatch,sector_of_interest,current_employment_sector,formal_informal,region,location_type,monthly_income,region_employment_rate,regional_unemployment_rate,unemployment_duration,digital_skills_level,technical_skills,training_participation,program_type,household_income,household_size,employment_outcome,intervention_effectiveness,employment_duration_post_intervention,youth_unemployment_rate,urban_rural_employment_rate
9613,21,Female,Primary or Less,TRUE,Retail,None,None,Kigali,Urban,None,56.08,23.65,4,Intermediate,['Coding'],TRUE,Vocational Training,Medium,4,FALSE,None,None,19.4,63.46
9614,17,Male,TVET,FALSE,Agriculture,None,None,Kigali,Urban,None,68.49,17.28,None,Intermediate,[],TRUE,Vocational Training,Low,5,FALSE,None,None,19.4,71.65
9615,23,Female,Primary or Less,FALSE,ICT,None,None,Kigali,Urban,None,65.13,12.93,None,Intermediate,['Coding'],FALSE,None,High,1,FALSE,None,None,19.4,64.52
9616,18,Female,Primary or Less,FALSE,Healthcare,Healthcare,Informal,Kigali,Urban,201582.8,41.67,19.04,None,Advanced,[],TRUE,None,High,8,TRUE,Effective,10,19.4,66.35
9617,25,Male,Primary or Less,FALSE,Construction,Construction,Formal,Kigali,Urban,184296.87,64.63,11.36,None,Intermediate,['Coding'],TRUE,Vocational Training,Low,2,TRUE,Ineffective,6,19.4,67.48
9618,20,Male,Secondary,FALSE,Healthcare,Healthcare,Formal,Kigali,Urban,183576.5,61.48,15.15,None,Basic,['Coding'],TRUE,None,High,6,TRUE,Ineffective,10,19.4,72.04
9619,19,Male,Secondary,FALSE,Retail,None,None,Kigali,Urban,None,74.42,12.61,None,Advanced,['Coding'],TRUE,Vocational Training,High,3,FALSE,None,None,19.4,53.11
9620,19,Female,University,FALSE,Agriculture,Agriculture,Informal,Southern,Rural,178650.86,48.06,28.25,None,Intermediate,[],TRUE,Vocational Training,High,6,TRUE,Effective,11,19.4,43.79
9621,23,Male,Secondary,FALSE,Education,None,None,Northern,Rural,None,41.05,25.13,None,Advanced,[],FALSE,None,Low,2,FALSE,None,None,19.4,40.32
9622,22,Female,Primary or Less,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,231679.89,61.53,18.39,None,Basic,['Data Analysis'],TRUE,None,Medium,2,TRUE,Moderately Effective,7,19.4,58.05
9623,19,Male,University,FALSE,Healthcare,Healthcare,Informal,Kigali,Urban,188428.27,44.79,11.46,None,Basic,[],TRUE,Vocational Training,Low,8,TRUE,Effective,10,19.4,72.26
9624,18,Male,Secondary,TRUE,Healthcare,None,None,Eastern,Rural,None,63.73,22.22,3,Advanced,['Data Analysis'],FALSE,None,Low,7,FALSE,None,None,19.4,34.71
9625,16,Male,TVET,FALSE,Construction,Construction,Formal,Kigali,Urban,95441.57,88.48,12.29,None,Basic,[],TRUE,None,High,4,TRUE,Effective,10,19.4,50.21
9626,20,Female,University,FALSE,Retail,None,None,Kigali,Urban,None,71.89,23.02,16,Basic,[],TRUE,None,Medium,3,FALSE,None,None,19.4,56.25
9627,20,Female,University,FALSE,Education,None,None,Eastern,Rural,None,43.68,29.61,20,Advanced,['Data Analysis'],FALSE,None,Low,2,FALSE,None,None,19.4,40.5
9628,17,Female,TVET,FALSE,Healthcare,Healthcare,Informal,Kigali,Urban,159240.78,55.56,15.09,None,Advanced,['Data Analysis'],TRUE,Business Development,Low,3,TRUE,Ineffective,12,19.4,69.94
9629,22,Male,University,FALSE,ICT,None,None,Kigali,Urban,None,65.18,26.49,None,Basic,[],TRUE,Business Development,High,7,FALSE,None,None,19.4,54.21
9630,16,Female,TVET,TRUE,Education,None,None,Kigali,Urban,None,49.51,27.83,18,Basic,['Coding'],TRUE,Business Development,Medium,2,FALSE,None,None,19.4,66.05
9631,17,Female,TVET,FALSE,Retail,Retail,Formal,Kigali,Urban,74072.12,83.99,16.15,None,Basic,"['Marketing', 'Project Management']",TRUE,Business Development,Medium,3,TRUE,Moderately Effective,6,19.4,57.23
9632,23,Female,TVET,FALSE,Education,Education,Informal,Kigali,Urban,135840.72,83.03,19.38,None,Intermediate,"['Marketing', 'Project Management']",TRUE,Vocational Training,High,5,TRUE,Ineffective,3,19.4,57.32
9633,24,Male,TVET,FALSE,Construction,Construction,Informal,Kigali,Urban,294744.27,71.88,13.7,None,Intermediate,[],FALSE,None,Medium,1,TRUE,Moderately Effective,10,19.4,60.56
9634,19,Female,University,FALSE,Retail,Retail,Informal,Southern,Rural,227737.67,89.91,18.7,None,Advanced,"['Marketing', 'Project Management']",FALSE,None,High,1,TRUE,Effective,3,19.4,36.92
9635,22,Male,Secondary,FALSE,Agriculture,None,None,Kigali,Urban,None,58.47,14.81,None,Advanced,['Coding'],FALSE,None,High,8,FALSE,None,None,19.4,54.87
9636,18,Female,Primary or Less,TRUE,Healthcare,None,None,Kigali,Urban,None,73.17,27.08,17,Advanced,[],TRUE,None,High,6,FALSE,None,None,19.4,73.99
9637,21,Male,TVET,TRUE,Agriculture,None,None,Kigali,Urban,None,79.97,20.5,15,Intermediate,[],FALSE,None,Medium,8,FALSE,None,None,19.4,64.13
9638,22,Male,Secondary,FALSE,Healthcare,None,None,Kigali,Urban,None,59.64,19.67,None,Intermediate,['Data Analysis'],FALSE,None,Medium,2,FALSE,None,None,19.4,56.5
9639,18,Male,TVET,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,227750.59,63.22,18.9,None,Intermediate,['Data Analysis'],TRUE,None,Medium,7,TRUE,Moderately Effective,6,19.4,64.15
9640,20,Female,Primary or Less,FALSE,Retail,Retail,Formal,Kigali,Urban,106135.75,51.68,20.84,None,Intermediate,"['Marketing', 'Project Management']",TRUE,Vocational Training,Low,8,TRUE,Effective,2,19.4,77.07
9641,18,Female,TVET,FALSE,Education,Education,Formal,Western,Rural,104662.54,74.17,21.09,None,Basic,[],FALSE,None,Low,1,TRUE,Ineffective,12,19.4,36.56
9642,23,Male,Primary or Less,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,229669.74,84.01,23.75,None,Basic,"['Marketing', 'Project Management']",FALSE,None,Low,4,TRUE,Effective,2,19.4,53.79
9643,25,Female,Secondary,FALSE,Construction,Construction,Informal,Kigali,Urban,275780.81,64.67,21.19,None,Advanced,['Data Analysis'],TRUE,Vocational Training,High,8,TRUE,Effective,8,19.4,60.68
9644,16,Female,Secondary,FALSE,ICT,ICT,Formal,Kigali,Urban,50267.84,85.6,19.81,None,Basic,"['Marketing', 'Project Management']",FALSE,None,Low,2,TRUE,Moderately Effective,12,19.4,76.44
9645,17,Male,Secondary,FALSE,Retail,None,None,Kigali,Rural,None,77.05,18.17,None,Advanced,"['Marketing', 'Project Management']",FALSE,None,Low,8,FALSE,None,None,19.4,44.36
9646,19,Male,Secondary,FALSE,Education,None,None,Kigali,Urban,None,82.23,13.06,None,Intermediate,[],TRUE,Digital Skills,Medium,8,FALSE,None,None,19.4,73
9647,21,Female,TVET,TRUE,Education,None,None,Kigali,Urban,None,62.52,19.96,13,Advanced,['Coding'],TRUE,Digital Skills,Medium,4,FALSE,None,None,19.4,60.94
9648,24,Female,Secondary,FALSE,Retail,Retail,Informal,Kigali,Urban,262393.01,44.69,21.92,None,Basic,['Coding'],FALSE,None,High,2,TRUE,Effective,12,19.4,68.28
9649,16,Male,Secondary,TRUE,Construction,None,None,Kigali,Urban,None,59.88,25.15,4,Intermediate,['Coding'],TRUE,None,Medium,6,FALSE,None,None,19.4,62.38
9650,17,Female,TVET,FALSE,ICT,None,None,Kigali,Urban,None,87.63,21.72,None,Intermediate,[],FALSE,None,Low,3,FALSE,None,None,19.4,56.06
9651,20,Female,TVET,FALSE,Healthcare,None,None,Kigali,Rural,None,74.71,19.59,None,Advanced,['Coding'],FALSE,None,Low,2,FALSE,None,None,19.4,39.37
9652,20,Male,University,FALSE,Construction,Construction,Formal,Kigali,Urban,165936.27,79.94,27.56,None,Intermediate,[],FALSE,None,High,5,TRUE,Ineffective,4,19.4,68.51
9653,25,Male,Primary or Less,FALSE,Construction,None,None,Kigali,Urban,None,47.72,12.75,None,Advanced,[],TRUE,Vocational Training,Low,4,FALSE,None,None,19.4,70.27
9654,24,Female,Primary or Less,FALSE,Retail,None,None,Kigali,Urban,None,59.15,11.14,None,Advanced,[],TRUE,Digital Skills,Medium,3,FALSE,None,None,19.4,56.08
9655,17,Male,Secondary,FALSE,Education,None,None,Kigali,Urban,None,56.61,12.79,None,Intermediate,"['Marketing', 'Project Management']",TRUE,None,High,4,FALSE,None,None,19.4,50.87
9656,20,Male,University,FALSE,ICT,ICT,Formal,Northern,Rural,101043.94,65.7,19.43,None,Basic,"['Marketing', 'Project Management']",TRUE,Business Development,Low,6,TRUE,Effective,5,19.4,59.05
9657,16,Male,TVET,FALSE,Agriculture,None,None,Kigali,Urban,None,73.41,12.2,None,Advanced,['Data Analysis'],TRUE,Digital Skills,Medium,7,FALSE,None,None,19.4,69.88
9658,20,Female,Secondary,TRUE,Construction,None,None,Kigali,Urban,None,52.55,29.5,8,Basic,"['Marketing', 'Project Management']",TRUE,Digital Skills,Low,2,FALSE,None,None,19.4,62.27
9659,17,Male,Primary or Less,TRUE,Education,None,None,Kigali,Rural,None,78.85,17.89,19,Advanced,[],TRUE,Vocational Training,Medium,5,FALSE,None,None,19.4,56.75
9660,17,Female,Secondary,FALSE,Education,Education,Formal,Kigali,Urban,116770.83,77.43,22.22,None,Advanced,"['Marketing', 'Project Management']",FALSE,None,Medium,3,TRUE,Moderately Effective,10,19.4,51.19
9661,17,Male,TVET,FALSE,Healthcare,None,None,Kigali,Urban,None,87.96,22.35,None,Intermediate,['Coding'],TRUE,Digital Skills,High,4,FALSE,None,None,19.4,50.25
9662,20,Male,Primary or Less,FALSE,Healthcare,Healthcare,Formal,Kigali,Urban,232718.77,54.75,24.78,None,Intermediate,['Data Analysis'],FALSE,None,Low,2,TRUE,Effective,3,19.4,66.14
9663,16,Female,Secondary,FALSE,ICT,ICT,Formal,Kigali,Urban,76867.57,88.53,21.51,None,Intermediate,['Data Analysis'],TRUE,None,High,6,TRUE,Effective,6,19.4,53.27
9664,16,Male,Secondary,FALSE,Education,None,None,Kigali,Urban,None,70.8,19.42,None,Intermediate,[],TRUE,None,Medium,7,FALSE,None,None,19.4,57.71
9665,19,Male,University,FALSE,Agriculture,None,None,Kigali,Rural,None,89.83,17.92,None,Advanced,['Data Analysis'],FALSE,None,Medium,2,FALSE,None,None,19.4,46.3
9666,24,Female,TVET,TRUE,Healthcare,None,None,Kigali,Urban,None,55.49,22.08,24,Basic,[],TRUE,Business Development,Low,4,FALSE,None,None,19.4,72.67
9667,25,Female,University,FALSE,Agriculture,None,None,Kigali,Urban,None,79,14.27,None,Intermediate,['Coding'],FALSE,None,Low,1,FALSE,None,None,19.4,76.7
9668,25,Male,University,FALSE,Education,Education,Informal,Kigali,Urban,111833.53,77.71,26.57,None,Intermediate,[],TRUE,Digital Skills,Low,3,TRUE,Moderately Effective,12,19.4,51.17
9669,20,Male,University,FALSE,ICT,ICT,Informal,Kigali,Urban,280358.04,76.69,27.84,None,Advanced,['Data Analysis'],TRUE,Digital Skills,High,2,TRUE,Ineffective,10,19.4,66.18
9670,17,Female,University,FALSE,Construction,Construction,Informal,Kigali,Urban,140801.12,72.01,29.62,None,Intermediate,['Coding'],TRUE,Vocational Training,High,7,TRUE,Effective,10,19.4,66.22
9671,20,Female,TVET,TRUE,Healthcare,None,None,Kigali,Urban,None,41.32,15.8,10,Advanced,"['Marketing', 'Project Management']",FALSE,None,Low,7,FALSE,None,None,19.4,76.67
9672,18,Male,Primary or Less,FALSE,ICT,None,None,Eastern,Rural,None,69.61,17.19,None,Advanced,[],FALSE,None,Low,4,FALSE,None,None,19.4,43.09
9673,25,Male,University,FALSE,Construction,None,None,Kigali,Urban,None,50.3,22.43,None,Basic,['Data Analysis'],FALSE,None,High,8,FALSE,None,None,19.4,72.9
9674,22,Male,Primary or Less,FALSE,Healthcare,Healthcare,Formal,Kigali,Urban,111296.32,89.48,23.71,None,Intermediate,['Coding'],TRUE,Digital Skills,High,6,TRUE,Ineffective,2,19.4,75.15
9675,23,Male,Secondary,FALSE,Construction,Construction,Informal,Western,Rural,229804.86,40.3,12.23,None,Advanced,"['Marketing', 'Project Management']",TRUE,Vocational Training,Low,3,TRUE,Ineffective,10,19.4,38.69
9676,17,Male,Primary or Less,FALSE,Agriculture,None,None,Kigali,Urban,None,48.26,18.59,None,Advanced,['Data Analysis'],TRUE,None,Low,5,FALSE,None,None,19.4,58.44
9677,21,Female,Primary or Less,FALSE,Education,None,None,Kigali,Urban,None,86.04,22.29,None,Advanced,[],TRUE,None,Medium,5,FALSE,None,None,19.4,64.92
9678,18,Female,University,FALSE,Retail,Retail,Informal,Kigali,Urban,212796.11,54.99,12.36,None,Basic,[],FALSE,None,Medium,8,TRUE,Ineffective,12,19.4,77.22
9679,17,Male,Primary or Less,FALSE,Education,Education,Formal,Kigali,Urban,244909.62,73.03,27.88,None,Intermediate,"['Marketing', 'Project Management']",TRUE,Digital Skills,Low,7,TRUE,Ineffective,4,19.4,73.76
9680,22,Female,Secondary,FALSE,Agriculture,None,None,Kigali,Urban,None,52.47,12.37,None,Intermediate,[],FALSE,None,Medium,6,FALSE,None,None,19.4,70.06
9681,17,Female,Primary or Less,FALSE,Agriculture,None,None,Kigali,Urban,None,67.8,26.35,None,Advanced,"['Marketing', 'Project Management']",FALSE,None,High,8,FALSE,None,None,19.4,70.09
9682,20,Male,Secondary,FALSE,Agriculture,Agriculture,Formal,Kigali,Rural,128506,72.27,18.2,None,Basic,['Data Analysis'],FALSE,None,High,8,TRUE,Effective,5,19.4,53.36
9683,17,Male,Primary or Less,FALSE,ICT,None,None,Southern,Rural,None,88.79,12.61,None,Intermediate,[],TRUE,None,Medium,8,FALSE,None,None,19.4,52.96
9684,22,Male,Secondary,TRUE,Retail,None,None,Kigali,Urban,None,40.57,14.72,14,Intermediate,['Coding'],TRUE,Vocational Training,Low,6,FALSE,None,None,19.4,51.13
9685,17,Female,University,FALSE,ICT,ICT,Formal,Kigali,Urban,209476.07,49.77,29.5,None,Advanced,['Data Analysis'],FALSE,None,Medium,6,TRUE,Effective,10,19.4,60.15
9686,23,Male,Secondary,TRUE,Healthcare,None,None,Kigali,Urban,None,70.23,27.3,14,Basic,[],FALSE,None,High,1,FALSE,None,None,19.4,78.77
9687,23,Male,Primary or Less,TRUE,Education,None,None,Kigali,Urban,None,54.26,20.64,17,Intermediate,['Coding'],FALSE,None,Low,4,FALSE,None,None,19.4,52.96
9688,16,Female,Secondary,FALSE,ICT,ICT,Formal,Kigali,Urban,193015.61,63.11,15.42,None,Advanced,"['Marketing', 'Project Management']",FALSE,None,High,8,TRUE,Ineffective,9,19.4,64.47
9689,25,Male,University,FALSE,Education,Education,Formal,Kigali,Urban,260743.78,58.53,12.03,None,Advanced,[],TRUE,None,Medium,5,TRUE,Effective,3,19.4,77.96
9690,18,Female,TVET,FALSE,Agriculture,Agriculture,Informal,Kigali,Urban,187848.55,54.1,18.9,None,Intermediate,[],FALSE,None,High,2,TRUE,Moderately Effective,2,19.4,58.59
9691,22,Female,Primary or Less,FALSE,ICT,ICT,Informal,Kigali,Urban,232808.75,75,26.91,None,Basic,"['Marketing', 'Project Management']",FALSE,None,High,4,TRUE,Ineffective,12,19.4,70.52
9692,21,Male,University,FALSE,Education,None,None,Kigali,Urban,None,41.92,29.71,16,Basic,['Data Analysis'],TRUE,Digital Skills,Low,4,FALSE,None,None,19.4,55.07
9693,23,Male,University,FALSE,Healthcare,Healthcare,Informal,Kigali,Urban,144734.41,84.46,10.37,None,Intermediate,['Coding'],TRUE,Digital Skills,Low,4,TRUE,Ineffective,6,19.4,62.52
9694,23,Female,University,FALSE,Education,None,None,Kigali,Urban,None,79.28,27.38,None,Advanced,"['Marketing', 'Project Management']",FALSE,None,Medium,1,FALSE,None,None,19.4,76.97
9695,23,Male,TVET,FALSE,Retail,Retail,Informal,Kigali,Urban,277292.76,57.17,22,None,Intermediate,['Coding'],FALSE,None,Low,8,TRUE,Effective,6,19.4,79.55
9696,19,Female,Secondary,FALSE,Construction,None,None,Southern,Rural,None,74.53,15.83,None,Advanced,[],TRUE,Business Development,High,8,FALSE,None,None,19.4,31.31
9697,20,Female,TVET,FALSE,Education,Education,Informal,Kigali,Urban,118110.92,88.77,20.09,None,Advanced,[],TRUE,None,Medium,3,TRUE,Moderately Effective,2,19.4,52.44
9698,25,Male,University,FALSE,ICT,None,None,Kigali,Urban,None,53.1,10.34,22,Basic,['Coding'],FALSE,None,Low,7,FALSE,None,None,19.4,59.88
9699,22,Female,University,FALSE,Healthcare,None,None,Kigali,Urban,None,67.73,12.32,None,Intermediate,['Data Analysis'],TRUE,Business Development,High,8,FALSE,None,None,19.4,75.26
9700,23,Male,Secondary,FALSE,Healthcare,Healthcare,Formal,Kigali,Urban,177624.59,59.89,24.34,None,Basic,[],FALSE,None,Low,4,TRUE,Effective,12,19.4,63.09
9701,16,Male,Secondary,FALSE,Education,Education,Formal,Kigali,Urban,106009.46,52.11,20.94,None,Advanced,['Data Analysis'],TRUE,Digital Skills,Low,7,TRUE,Ineffective,5,19.4,61.68
9702,24,Female,Primary or Less,FALSE,Education,None,None,Southern,Rural,None,62.27,20.51,None,Advanced,['Coding'],TRUE,Business Development,Low,8,FALSE,None,None,19.4,57.48
9703,17,Female,University,FALSE,ICT,ICT,Formal,Kigali,Urban,156490.59,75.6,29.97,None,Advanced,[],TRUE,Digital Skills,High,2,TRUE,Effective,10,19.4,79.63
9704,18,Female,Primary or Less,FALSE,Healthcare,None,None,Kigali,Urban,None,52.25,29.83,None,Advanced,"['Marketing', 'Project Management']",TRUE,None,Low,8,FALSE,None,None,19.4,58.57
9705,22,Male,Secondary,FALSE,Agriculture,None,None,Kigali,Urban,None,88.56,14.63,None,Advanced,['Data Analysis'],TRUE,Vocational Training,Medium,7,FALSE,None,None,19.4,76.69
9706,19,Male,Secondary,TRUE,Construction,None,None,Kigali,Urban,None,76.82,28.01,16,Intermediate,['Data Analysis'],TRUE,Business Development,Low,3,FALSE,None,None,19.4,67.24
9707,23,Male,University,FALSE,Construction,Construction,Formal,Kigali,Urban,56410.04,69.98,23.64,None,Basic,"['Marketing', 'Project Management']",TRUE,Digital Skills,Medium,3,TRUE,Moderately Effective,10,19.4,57.59
9708,25,Male,TVET,FALSE,ICT,ICT,Formal,Western,Rural,242980.94,48.37,27.85,None,Basic,"['Marketing', 'Project Management']",TRUE,Business Development,Low,4,TRUE,Effective,1,19.4,41.22
9709,20,Female,TVET,FALSE,Healthcare,Healthcare,Informal,Kigali,Urban,292903.83,54.86,28.21,None,Advanced,[],TRUE,Digital Skills,High,3,TRUE,Ineffective,12,19.4,58.6
9710,22,Male,University,FALSE,Agriculture,None,None,Kigali,Urban,None,48.74,22.34,None,Basic,['Data Analysis'],TRUE,Business Development,Low,1,FALSE,None,None,19.4,69.85
9711,19,Male,University,FALSE,Retail,None,None,Kigali,Urban,None,71.26,18.43,None,Advanced,['Coding'],FALSE,None,Medium,4,FALSE,None,None,19.4,64.77
9712,20,Male,University,FALSE,Healthcare,None,None,Kigali,Urban,None,68.35,23.46,None,Intermediate,[],TRUE,Business Development,Low,8,FALSE,None,None,19.4,73.47
9713,23,Female,TVET,FALSE,Education,Education,Formal,Kigali,Urban,253208.78,70.34,21.7,None,Basic,"['Marketing', 'Project Management']",FALSE,None,High,1,TRUE,Effective,4,19.4,75.59
9714,23,Male,Secondary,FALSE,Retail,None,None,Kigali,Urban,None,66.06,28.97,None,Intermediate,['Data Analysis'],FALSE,None,Low,5,FALSE,None,None,19.4,73.64
9715,20,Male,University,FALSE,Healthcare,Healthcare,Informal,Kigali,Urban,187406.57,43.32,14.96,None,Basic,"['Marketing', 'Project Management']",FALSE,None,Low,2,TRUE,Moderately Effective,3,19.4,68.84
9716,16,Male,Primary or Less,FALSE,ICT,ICT,Formal,Western,Rural,272101.63,63.06,28.99,None,Basic,"['Marketing', 'Project Management']",FALSE,None,High,6,TRUE,Effective,6,19.4,47.5
9717,16,Male,University,FALSE,Retail,None,None,Northern,Rural,None,46.72,22.5,None,Basic,"['Marketing', 'Project Management']",TRUE,None,Low,7,FALSE,None,None,19.4,36.29
9718,18,Male,TVET,FALSE,Healthcare,Healthcare,Informal,Kigali,Urban,273197.7,85,10.16,None,Intermediate,['Coding'],TRUE,Vocational Training,High,3,TRUE,Ineffective,10,19.4,71.56
9719,16,Male,TVET,FALSE,ICT,ICT,Formal,Kigali,Urban,81257.11,48.2,11.7,None,Basic,['Coding'],FALSE,None,High,6,TRUE,Moderately Effective,4,19.4,77.04
9720,18,Male,Secondary,FALSE,Healthcare,Healthcare,Informal,Southern,Rural,236382.36,81.7,25.98,None,Basic,['Coding'],FALSE,None,Low,4,TRUE,Effective,11,19.4,51.82
9721,24,Male,Primary or Less,FALSE,Healthcare,None,None,Kigali,Rural,None,86.81,21.69,None,Intermediate,"['Marketing', 'Project Management']",TRUE,Digital Skills,Medium,4,FALSE,None,None,19.4,46.33
9722,24,Female,Primary or Less,FALSE,Retail,Retail,Formal,Kigali,Urban,97374.79,64.01,15.24,None,Basic,"['Marketing', 'Project Management']",TRUE,Digital Skills,Medium,7,TRUE,Effective,4,19.4,58
9723,23,Female,TVET,TRUE,Education,None,None,Kigali,Urban,None,78.1,12.95,10,Advanced,"['Marketing', 'Project Management']",TRUE,Business Development,Low,7,FALSE,None,None,19.4,76.08
9724,23,Male,Primary or Less,TRUE,Healthcare,None,None,Kigali,Rural,None,42.2,20.67,14,Intermediate,['Coding'],TRUE,Vocational Training,Medium,6,FALSE,None,None,19.4,32.5
9725,21,Male,Secondary,FALSE,Construction,Construction,Informal,Southern,Rural,215751.49,55.63,11.43,None,Intermediate,"['Marketing', 'Project Management']",FALSE,None,Medium,4,TRUE,Moderately Effective,2,19.4,58.51
9726,25,Male,Secondary,FALSE,Agriculture,None,None,Western,Rural,None,87.13,15.53,None,Advanced,['Data Analysis'],TRUE,Digital Skills,High,5,FALSE,None,None,19.4,56.81
9727,19,Female,Secondary,FALSE,Retail,None,None,Kigali,Urban,None,75.73,28.92,None,Intermediate,['Data Analysis'],TRUE,Business Development,Low,3,FALSE,None,None,19.4,56.87
9728,17,Female,Primary or Less,TRUE,Education,None,None,Kigali,Urban,None,87.15,20.69,14,Advanced,['Coding'],TRUE,Vocational Training,Medium,1,FALSE,None,None,19.4,74.34
9729,25,Male,University,FALSE,Retail,Retail,Informal,Kigali,Urban,120514.14,89.68,11.06,None,Intermediate,['Data Analysis'],TRUE,Business Development,Medium,3,TRUE,Moderately Effective,8,19.4,69.79
9730,23,Female,Secondary,TRUE,Education,None,None,Kigali,Urban,None,49.81,14.22,12,Intermediate,['Coding'],FALSE,None,High,5,FALSE,None,None,19.4,69.46
9731,24,Female,Primary or Less,TRUE,ICT,None,None,Kigali,Urban,None,70.58,19.16,3,Basic,['Coding'],FALSE,None,High,4,FALSE,None,None,19.4,51.04
9732,23,Female,Primary or Less,TRUE,ICT,None,None,Kigali,Urban,None,75.54,22.79,9,Intermediate,['Coding'],TRUE,None,Medium,3,FALSE,None,None,19.4,73.5
9733,19,Male,TVET,FALSE,Education,None,None,Kigali,Urban,None,71.56,18.29,None,Basic,"['Marketing', 'Project Management']",FALSE,None,Medium,5,FALSE,None,None,19.4,55.74
9734,17,Male,TVET,FALSE,Retail,None,None,Kigali,Urban,None,65.49,14.78,None,Basic,[],TRUE,None,Medium,2,FALSE,None,None,19.4,71.42
9735,23,Male,Secondary,FALSE,Retail,Retail,Formal,Eastern,Rural,232034.05,76.04,21.21,None,Basic,['Coding'],FALSE,None,Low,8,TRUE,Moderately Effective,9,19.4,43.23
9736,22,Male,Secondary,TRUE,Healthcare,None,None,Kigali,Urban,None,40.41,16.72,13,Basic,"['Marketing', 'Project Management']",FALSE,None,Low,8,FALSE,None,None,19.4,66.68
9737,25,Male,Secondary,FALSE,ICT,None,None,Kigali,Urban,None,52.23,14.36,None,Basic,"['Marketing', 'Project Management']",FALSE,None,Medium,7,FALSE,None,None,19.4,59.71
9738,21,Male,University,FALSE,Construction,None,None,Kigali,Urban,None,81.24,19.52,None,Advanced,['Data Analysis'],TRUE,Business Development,Low,4,FALSE,None,None,19.4,59.91
9739,16,Female,TVET,TRUE,ICT,None,None,Kigali,Urban,None,70.87,23.05,12,Basic,"['Marketing', 'Project Management']",TRUE,Vocational Training,Low,5,FALSE,None,None,19.4,78.37
9740,23,Male,Secondary,FALSE,Retail,None,None,Kigali,Urban,None,52.06,11.77,None,Basic,[],TRUE,Vocational Training,Low,6,FALSE,None,None,19.4,57.89
9741,25,Male,TVET,FALSE,Healthcare,None,None,Kigali,Urban,None,77.79,11.87,None,Intermediate,['Coding'],TRUE,Business Development,Low,2,FALSE,None,None,19.4,56.54
9742,21,Female,University,FALSE,Retail,None,None,Kigali,Urban,None,47.52,11.37,7,Advanced,['Coding'],FALSE,None,High,2,FALSE,None,None,19.4,69.18
9743,22,Male,TVET,FALSE,Education,Education,Informal,Kigali,Urban,141076,89.72,13.12,None,Advanced,"['Marketing', 'Project Management']",TRUE,Digital Skills,High,2,TRUE,Effective,12,19.4,71.72
9744,22,Female,TVET,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,138364.66,43.41,29.34,None,Advanced,['Coding'],TRUE,None,Low,2,TRUE,Effective,6,19.4,75.39
9745,17,Male,University,FALSE,Agriculture,Agriculture,Formal,Northern,Rural,100766.07,89.61,28.26,None,Advanced,"['Marketing', 'Project Management']",TRUE,Business Development,Low,8,TRUE,Ineffective,7,19.4,55.31
9746,23,Female,University,FALSE,Agriculture,Agriculture,Informal,Kigali,Urban,77386.37,88.36,27.08,None,Intermediate,['Coding'],FALSE,None,High,2,TRUE,Ineffective,7,19.4,52.76
9747,22,Female,University,FALSE,Agriculture,Agriculture,Formal,Western,Rural,195728.11,51.68,18.44,None,Advanced,[],TRUE,None,High,2,TRUE,Moderately Effective,3,19.4,46.92
9748,23,Male,Primary or Less,FALSE,ICT,None,None,Kigali,Urban,None,67.29,28.32,None,Intermediate,"['Marketing', 'Project Management']",FALSE,None,Low,4,FALSE,None,None,19.4,77.04
9749,19,Male,Secondary,FALSE,Healthcare,Healthcare,Informal,Kigali,Urban,56579.38,89.45,11.98,None,Advanced,[],FALSE,None,Low,4,TRUE,Moderately Effective,8,19.4,60.15
9750,21,Female,TVET,FALSE,Education,Education,Formal,Kigali,Urban,63420.61,47.57,20.54,None,Basic,['Coding'],FALSE,None,Low,3,TRUE,Ineffective,3,19.4,78.51
9751,16,Male,University,FALSE,Agriculture,None,None,Kigali,Urban,None,60.42,28.02,None,Intermediate,[],TRUE,Digital Skills,High,1,FALSE,None,None,19.4,75.81
9752,16,Male,TVET,FALSE,Education,Education,Formal,Southern,Rural,50160.94,87.9,26.64,None,Intermediate,"['Marketing', 'Project Management']",TRUE,Digital Skills,Low,2,TRUE,Effective,4,19.4,51.67
9753,21,Male,Primary or Less,TRUE,ICT,None,None,Northern,Rural,None,80.51,16.47,23,Intermediate,"['Marketing', 'Project Management']",TRUE,Vocational Training,High,5,FALSE,None,None,19.4,53.59
9754,22,Female,Secondary,TRUE,Healthcare,None,None,Kigali,Urban,None,67.08,24.47,5,Advanced,[],TRUE,None,Low,8,FALSE,None,None,19.4,60.69
9755,20,Male,TVET,FALSE,ICT,ICT,Formal,Kigali,Urban,173271.5,58.72,21.62,None,Intermediate,[],TRUE,Business Development,Low,6,TRUE,Moderately Effective,10,19.4,50.61
9756,24,Male,Secondary,FALSE,Retail,Retail,Informal,Kigali,Urban,227985.3,41.27,12.19,None,Basic,['Coding'],TRUE,Vocational Training,Medium,4,TRUE,Effective,3,19.4,68.63
